rid,pid,score,info
6762,2164,5," XL5 is my favorite display model. It looks stunning. The design of this ship is classic 50's. And with the red and yellow on the wings and tail contrasting against the weathered hull& it just glows in my office.Product Enterprise has done a fantastic job of bringing the XL5 to life. The pod on the nose comes off like the original and is attached via a strong magnet& and this works beautifully.It also comes with a stand& so it looks like it's in flight.A truly beautiful model worthy of any sci-fi collection. The RRP is 39.99 and it's well worth the money."
6763,2164,5," Like Supercar&Fireball XL5 was one of the first TV programes I remember.I always wanted as a small child a model Of Supercar and Fireball&and after a very long wait my wish has come true.Product Enterprise LTD have produced one of the finest models Ive ever seen&the quality is fantastic and and the reproduction to the original is astounding.Each Model comes with a display stand and you will be very surprised by the weight of Fireball.They dont come cheap but the quality Is well worth the price I dont consider the models |Toys| but rather symbols of childhood from my genaration.Along with Supercar (both the colour version and Black and version)and Stingray they look very impressive in a display cupboard.I only hope Product Enterprise plan to produce the Thunderbirds&then my life will be complete...."
6764,2165,5," My son loves all diggers& dumpers etc and he really liked this one.  Quality of the Bruder toys are outstanding& the toys are more expensive than other makes but you get what you pay for.  My sons are very rough with their toys and these get left outside all year round.  We have an extensive collection of bruder toys and not had a problem yet!  Would definetly reccommend."
6765,2165,5," My son loves this compactor.  He uses it to roll out mud& sand and anything he can lay his hands on!  Great buy!"
6766,2165,5," Bruder toys are very well built& robust and fun. WE got this for our 3 yr old& along with the fantastic crane& and all our older boys (and mum and dad too......) love playing with with them too. Very high quality product& extremely well made and tough too."
6767,2165,5," My son loves this road roller and can spend hours pretending he is making roads for his farmers and animals to walk on& good quality addition to the Bruder range."
6768,2165,5," Very nice toy.  Our little boy plays with it regularly with his digger.  Very well made& robust and detailed very nicely.  Very good German engineering!"
6769,2165,2," We were expecting great things& given the other reviews& but we didn't like this at all. Lightweight& plasticky& and rather small."
6770,2165,5," Great value for money& got lots of Bruder toys& never had any trouble with them& grandson loves them& and are all very strong."
6771,2165,4," excellent delivery time looks good quality for price paid but as its for  xmas present cant say much more at this time"
6772,2166,5," Son loves these die cast cars and loved the twins. Good quality product. Now I will be getting the other cars for him."
6773,2167,3," We are obsessed with collecting all the characters off the movie.Ok& so maybe I get a little overexcited when i see the ones we don't have....I love these cars and I got them as a surprise for good behaviour.My 4yr old says they are a bit too small to play with but he does like them."
6774,2167,3," I was looking forward to these arriving as my boy has quite a collection now. However please be aware that these are very small!  Smaller than the other standard car sizes. With that I have only given 3 stars."
6775,2167,5," Bought this for my nephew who has a large Disney Pixar Cars collection. He was desperate to get Mama Topolino and was not disappointed.  Good quality and plenty of fun. Be aware though& the cars are small."
6776,2167,5," Cute pair together which help to complete my son's ongoing collection of Disney characters from the movies Disney Cars& Cars 2 and Mater's Tall Tales."
6777,2168,5," This has to be the best plastic modl kit in its price range! It's much bigger than the price would let you expect so it's not a bad model to get started out in model ship building but it's detailed enough to engage the most seasoned modeller"
6778,2168,5," This is a great model to make& the solid plastic yards with sails makes rigging easy."
6779,2169,5," A great present for my 10 year old."
6780,2170,5," This was one of the few Disney Cars that our grandson didn't have so he was thrilled to receive it."
6781,2171,5," This item was purchased for my son who is a massive James Bond fan. The product came on time just before Christmas. And I was extremely impressed on that. Thanks very much..."
6782,2171,5," purchased this as a present"
6783,2171,5," happy"
6784,2172,5," I bought this for my son when he was 3 well over a year ago& and he still plays with it regularly.  It is still intact& although a couple of the signs are on the flimsy side.  The plane is well made& and rolls well.  The catering van has come apart a few times& but is easily put back together again.  Altogether& a great toy& and has given my son hours of pleasure."
6785,2172,4," Bought this to entertain my little grandson in case we were delayed at the airport going on holiday. It certainly achieved it's purpose - good selection of little things to play with. Quite small& reasonable quality and kept him entertained for quite a while."
6786,2172,5," ...having got the single plane previously the new owner is like a dog with two tails...job done!If your child is obsessed with planes...airports...travel& this will keep them amused :-)"
6787,2172,5," Our 4 year old has got great interest in planes and airport so he plays with it constantly. Its  well made  and considering that our boy breaks things easily this one is still standing"
6788,2172,5," Bought for our two year old Grandson who is airport and plane mad. Played with it most of Christmas Day."
6789,2172,3," my nephew will love this& it was a bit disappointing it looked a lot bigger but is actually alot smaller"
6790,2173,5," Bought for my grandson who is cars mad what can I say good value and came on time"
6791,2174,5," Bought for my son (5yr) to coincide with the local harvest as he loves watching the harvesters through his window.  He already had the tractor and trailer and all are fantastic.  My husband has commented on the fact that these are the only toys which haven't been pulled to pieces or broken under heavy use due to their robust build.  I have just ordered another bruder toy for Christmas (digger) and would recommend these for any child with a love for industrial vehicles as although they are a bit pricey they do last."
6792,2174,5," My 4 year old loves all things farm machinery related so we'd bought him a combine harvester in lego before.  As with all lego it isn't great if you want to then play with it.......but this is robust& big (!!) and great fun.  Beware as the grain could turn into a nightmare but as my son would rather keep it in a bag& it's not a problem to me.  It has lots of functioning/opening parts and has kept his interest for a month or so now when other toys have already been discarded.  We have other Bruder products and I'm convinced that we should only buy Bruder from now on.  Sadly he loves it so much he screams if anyone touches/moves it and refuses to let any other kids play with it......could it be too good??!!"
6793,2174,5," I didn't know this brand of toys until my then 2.5 year old was offered a tractor and a cement mixer over 1 year ago. I was trully impressed - the toys are just like the real thing and seem to be very durable. We then got him a trailer for his birthday and Santa brought him this harvester last Christmas. It very nicely made as with all Bruder toys it seems. It comes with a bag of grain so can be used like a real harvester. As a parent I would say that the only downside is the size of these toys - they all are pretty big& but still very much worth getting."
6794,2174,5," My 8 year-old wanted this truck for Christmas this last year (2011) and I was only able to get it from overseas because Bruder cannot sell John Deere trucks in the US.  I ordered on December 5th and the truck arrived on December 29th...a little late for Christmas and 10 days past it's expected arrival date& but the shipping cost was so low that I couldn't really complain much.As for the toy itself& my son couldn't be happier.  Unlike the harvesters that are available in the US made by Bruder& this one actually functions.  It comes with little plastic pellets that you load into a hopper and you are able to crank them out into a dump truck...this feature was important to my son as he researched combine harvesters exhaustively on the internet and was very emphatic that he had something that 'worked'.  This is a great real-life toy.  It is large and provides hours of fun& indoors and out.  The only small complain that I have is that two of the small lights on top of the Harvester broke off right away.  They have no impact on the function of the vehicle and they are not really missed.  Just a warning."
6795,2174,5," These toys are so much better than anything ERTL sells. Built for children.  Because John Deere has a license agreement with the United States& John Deere Bruder toys cannot be sold.  I had to go to ebay and Amazon u.k. I purchased 2 combines - one from the U.K. and one from Portugal.  Even with the shipping charges these items were cheaper than buying a John Deere Ertl toy here.  These quality toys are made for children& functional& durable and just pretty darn fun to play with.  Thank you Bruder for building a toy worth the money!  I'll never waste my money on Ertl again."
6796,2174,5," I've just got this for my 4 year old son. He's been crazy about combines since seeing them in the fields by our house. This thing is a BEAST. it goes perfectly with the other Bruder tractors& trailers& forklifts and telehandlers. Bruder have proved to be almost indistructable and super hard wearing be it in doors or out. Delivery was crazy quick& ordered at 5pm on a bank holiday Sunday and it was on my doorstep 9am Tuesday. We'll worth the extra money for Bruder. Cannot recommend then enough."
6797,2174,5," Not tried as present for grandson but very pleased with price. Looks well made. Can't wait till 25th to see his face"
6798,2174,5," My 4 year old requested this for his birthday and he was not disappointed.  It has very good detail and he loves the grain ( it gos every where ).  Its also quite big but in my sons eyes not a bad thing.  Hes had it 5 months now and id say its very durable& hes played with it indoors and out and its survived his younger dropping it a few time too.  Defo a must to add to your big farm play."
6799,2175,5," cracking model........"
6800,2176,4," It arrived before schedule which was good& but a wheel came off in less than 2 hours of my brother playing with it. It is more of a collectors item I would say but my brother seems to be entertained enough by just racing it with the rest of his toys. Overall I am rating it 4 stars."
6801,2176,3," My grandson loves this but in my opinion when you compare to say the spy model& that one is better value."
6802,2176,5," A great car to add to my son's collection.  He was over the moon and plays with it all the time.  A great part of his Finn McMissile collection.  Fast prompt delivery.  Many thanks"
6803,2176,5," Another addition to the collection!  Grandson was thrilled.  A little disappointed that he couldn't play with it in the bath - after all& it is a submarine!"
6804,2176,3," Not as loved as the one without fins - but still played with."
6805,2177,5," arrived on time and well packaged.  grandson loves loading his tractor trailer and transporting them around his bedroom."
6806,2177,2," Very big. Just big plastic blocks. My son doesn't play with them."
6807,2177,5," Perfect for bruder toys and bailing and lifting"
6808,2177,5," Really happy nice quick delivery"
6809,2178,4," This was bought for me as a Christmas present after I said I'd loved Airfix kits as a child. Forty years down the road& this kit has confirmed that I still do - almost a visceral pleasure in opening the box - evocative artwork& moulded figures& two tanks and a forward command post - this truly is a brilliant package esp as it contains glue& paint and paintbrushes. The German infantry figures are exactly as I recalled from the 1960/70s although the British Paras looked somewhat poorer quality.  All in all& a great way to re-live some memories....."
6810,2178,4," Bought this set for my son aged 10 as he wanted some tanks to play with his soldiers.  Thought the battle scene would be a good idea as well.  Did not realise this set comes with two sets of soldiers in addition to the tanks diorama and paints so overall good value for money.  The plastic base is a bit light so will probably glue down on a wooden board. You would need to buy some additional grass/bush stuff to make it like the box but I think he will be happy enough with the set as it is."
6811,2178,4," As per the other reviewers this quite a good set that needs setting up and painting& you may need to attach the set to a firmer base to give the diorama better stability. Plus you may need to buy additional modelling tools and paints to recreate what you see on the back of the box.  My only gripe is the fact that all scale of the models is actually varied"
6812,2178,4," I purchased this kit as it worked out cheaper than buying other various kits for the same sort of set. Delivery was quick and well before estimated delivery date. First of all scale of the models are actually varied. The two tanks are the same but I am sure the British and German soldiers are of different scale. This is hidden in the picture on the back of the box by the fact that all the figures are british or german.  The quality of the models is good but they are too small and delicate to be used as toys or endure any rough handling. The size of the figure means painting them is a frustrating task and the tanks are fiddle to build at times. The set included paints& glue and brushes which are a nice extra but a good set of modelling tools and paints are essential to create results anywhere near what you see on the back of the box ( along with various other model shop items). The diorama base is very thin and for best results I recommend glueing it to a piece of wood.In a nutshell the set is a good money saver for those looking to build an entire scene but not for those wishing to purchase an easy sunday afternoon 10 minute build as it requires to much extra attention."
6813,2178,5," not built it yet but it looks great &my grandson will be made up with it &its for Christmas 2015&"
6814,2178,4," But Airfix how is this Skill Level 2.The wheels on the tanks are about 4mm in diameter and there are pieces even smaller.Other than that I have helped my son a couple of times as he gets carried away sometimes when making models."
6815,2178,5," Arrived promptly within specified time. Well packaged so no damage. Was exactly what nephew had asked for so was very popular on Christmas Day!!"
6816,2178,5," this is great for airfix begeners and as a gift i realy enjoyed making it. the only problem with it is that the base is a bit small and the paratroopers positons arent that great but otherwise its great"
6817,2179,5," Really great quality"
6818,2179,4," Grandson loved it"
6819,2180,5," smashing little model& well worth the monny"
6820,2181,5," the puppies privates"
6821,2182,5," This is a super toy for any tractor daft child.  It's chunky size makes sit easy to manouvere.  The hook on the front broke quite quickly but it had had quite a lot of use!  Has provided our wee boy with hours of fun already."
6822,2182,5," Good strong item. Grandson loves it. Has had loads of fun with it.  He is clearly going to have it for a long time. Still as good as new."
6823,2182,5," A great&toy beautifully made&strong&durable&just the toy for budding farmers&l might even let my grandson&play with it."
6824,2182,5," Great quality& bought it for my 2 year old& very robust toys."
6825,2182,5," Please see review on the tractor trailer bought at the same time.  I looked for a tractor suitable for a toddler who is mad keen on tractors and big machinery.  For its price&this one is big and sturdy& with lots of detail."
6826,2182,5," These toys are fantastic and great value for money.  This tractor made our grandson a very happy little boy on his birthday and I know he'll be looking forward to adding to his collection in the future.  Great buy"
6827,2182,5," i bought this tractor for my young son for his birthday&who loves playing with farm toys&it is very durable&and seems to stand a lot of rough play..."
6828,2182,5," A great present for our 2-year old who loves it to bits.  It's sturdy& full of detail to keep him amused and looks the real deal."
6829,2183,5," This toy arrived on time for my grandson's 6th birthday. He started playing with it straight away& rather than other& more expensive toys that he had been given. It is robust and he loves it."
6830,2183,5," This was a christmas present for my 4 year old nephew. Unlike many of his presents this one was easy to open& didnt fall apart or require a engineering degree to put together.with the matching figurines he has been playing with them for a lot of the day.Figurines"
6831,2183,5," Happy Birthday present...the child liked it very much! infact they both did& started fighting over it straight away& was Great fun to watch....."
6832,2183,5," Arrived alot sooner than expected& especially as it was out of stock. Very pleased and this is the only thing my son has asked for this Christmas."
6833,2183,2," poor quality&  cheap looking& not good value child not impressed would not buy again&needed a figure in car to be a good play toy"
6834,2183,5," Bought this toy for my grandson 4 year old& he's mad about batman man& he absolutely loves it& would certainly. recommend it."
6835,2183,5," very quick delivery  nice size very study  its a christmas pressie for my nephew so i think he will enjoy playing with this"
6836,2183,5," Perfect& no complaints& apart from my little boy who was disappointed to find there was no batman inside"
6837,2184,5," Happy thanks"
6838,2184,5," perfect"
6839,2185,5," I paid Â£12 for this model and to be honest it is the type of model you would pay 30-40 pounds for. The model is very big& highly detailed and very striking when finished.There is no flash at all. The manual is highly complex over 55 steps. The model is very complicated to make due largely to the fact that you have to paint& transfer the transfers and detail before assembly which is unusual for a build.You build the interiors first before you insert into the hull and then i would recommend doing a dry fit before final assembly.If you are into modelling& this is great build with experience. If you are starting out or have not alot of experience& then i recommend you stay away from this model.This model is undervalued in my opinion and should be more expensive.The subject is the William bauer& excuse my spelling& which was built by the Nazis  at the end of world war 2 and was the most advance submarine in the world at the time having a maximum speed of 17 knots under water and could styed submerged for long periods of time unlike it predecessors. It was basically the marine version of the me-162& if it was unleashed in time it could have won the war for the Nazis as it could avoid depth charges easily. The Nazis scuttled it and was raised and restored 12 years later.So an interesting subject matter as well.Very cheap price for a great kit and is an eye stopper."
6840,2185,5," Excellent detail and quality.  as a regular model builder I enjoy a challenge.  This meets all those requirements and should keep me occupied for some time."
6841,2185,5," Most enjoyable kit of an hugely important design.  As something of a painter I most enjoyed mixing thinners and pigments to create the subtle (dis)coloured greys of the hull of a boat which had actually been in seawater.  To that extent& I would rather have had the version with the full hull (i.e without the cutaway hull and interior)& but apparently& this version is no longer made or available.  Pity."
6842,2185,5," An excellent kit I really enjoyed building it& I usually only like ships but this caught my eye as you can see the inside."
6843,2185,5," have done this model before just wanted to do it again as looks great when finished"
6844,2185,4," This was a present and the recipient was happy to receive it"
6845,2185,5," I am a 65 year old born again youth& who has got back into modelling since I retired. I bought this model back in February. It arrived quickly and was well packaged and I am thoroughly enjoying making it up. It is a complicated kit and is presenting a challenge to me. The sprues are clear of flashing& and although the instructions are far from perfect& by dry fixing and looking ahead regularly& the kit is coming together. I am working on about 5 models of different types and feel that I am learning quickly.As an aside& I am astounded at the number of reviews I read where people don't realise that they are buying a kit or get annoyed because no paints or glue are included. All I can suggest is READ THE ADVERT.Amazon provides an amazing service at competitive prices - I will return time and time again."
6846,2185,5," Came in good condition...and very satisfied"
6847,2186,5," OK"
6848,2187,5," Loved by my 4 year old. Fast delivery"
6849,2187,5," Opened today by my grandson loves it"
6850,2187,5," Great vehicle and good size"
6851,2188,5," Great"
6852,2189,5," fantastic genuine Disney Plane"
6853,2190,5," bought this for our grandson for christmas& so it's only had a quick test& everything seems okay& quality appears to be good and it certainly moves at great speed. we are certain he will be more than pleased."
6854,2190,1," Dose not work at all got top brad battery's still dose not work & cost a lot of money then to open it on my sons birthday for him to be upset because it dose not work"
6855,2190,5," An absolute bargain!  Cheapest I have found on the internet.  Not used it yet as it's an xmas gift but I am very pleased."
6856,2190,5," My grandson's favourite Christmas present."
6857,2191,5," Its the dogs nuts"
6858,2192,5," My son was brought this for his 5th birthday and loves it he attaches everything to the hook you can move the crane up and down and spin it around and he has spent hours playing with it. Very sturdy& good quality& nothing has broken after a year. Well worth the money and he now has the Log Zimber Truck too."
6859,2192,5," We're very impressed with this toy- it looks great&is simple and well built. We thought it a bit expensive& but have changed our tune- it feels like it will outlast us! Will definitely buy the Bruder brand again. Our young builder loves it."
6860,2192,5," My 6 year old loves playing with this crane (and I caught his dad and older sister having fun with it too!). The moveable and extendable parts are good. We don't often spend this much on a toy& but this one is worth it - especially if you have a younger child to pass it on to in due time.Update - 18 months on and he's still playing with it. (2012)"
6861,2192,5," Bought this as a Christmas present for my 3 year old lad and i am very very happy with it. It is very well made& no flimsy plastic that breaks if you look at it. Crane arm extends quite a way which i thought my lad would find a way then to break when at its weakest& not a chance with this! Well worth the money i paid for it& highly recommended. I bought the extra light and sounds module with this& set of blue and orange lights with the truck horn& engine sounds and police siren. Looks a little wierd now my lad has the blue lights flashing and the police siren roaring as he pushes the crane about& but hey he is over the moon with it."
6862,2192,5," My 3 yr old grandson has an ever growing fleet of Bruder toys and the crane is& so far& the favourite with loads of features and moving parts to keep him happy& I might have to buy another to keep at our house for when he visits (and for me to play with as well)."
6863,2192,5," Much better condition than expected& arrived the next day& my grandson aged 4 loves it& I have made buckets"
6864,2192,3," Ok I am actually quite surprised at the totally positive reviews for this toy. It is a good toy that my son likes but it has a few flaws. We also had an issue with the product that arrived. So firstly the main drivers unit of the lorry lifts up in a very realistic way to reveal the engine. It is a nice touch but when my son tries to push the crane along the floor it inevitably lifts up& which is frustrating for him. A more secure locking mechanism or something would be better. You can't push from the back due to the crane module which is obviously turns 360 degrees.Second issue was that the support legs for the crane arrived broken. I really didn't want to send it back for such a small thing especially as my son was so happy with his reward for potty training but it was a  bit annoying.summary:crane works greatlooks greatdifficult to push arounddoors don't openpart broken on arrivalNothing world endingly bad but I might have stretched to the more expensive Scania model if I knew what I knew now."
6865,2192,5," Bought for my grandson for Christmas.  He played with it from the moment he opened it and every day since. As he has only had it for 6 days I cannot comment properly on durability but it appears to be fairly robust."
6866,2193,3," The product is ok but this image is very misleading.  It looks like the gift pack contains 3 tractors which is what we thought when ordering them."
6867,2193,5," Bought for the autistic child I transport to school"
6868,2193,2," very small & thought it will be bigger"
6869,2193,5," Grandson loves them"
6870,2194,5," Thumbs up for this. Even the question of how educational this toy is got a five start. My son wanted to know about the name& where it came from& what the flag looks like etc. durability is top as well as there are a lot of car crashes in our versions of cars and cars two. It is amazin how something so small can bring such happiness but it also leads to the | what's next| comments. Oh no."
6871,2195,5," Sons birthday present absolutely delighted with it another plane to his collection"
6872,2195,4," Excellent Xmas present"
6873,2196,5," as described &very well packed excellent service. I have a blue/yellow 'Bira' version& this adds to collection. any others available?"
6874,2197,5," well pleased arrived on time as stated and am very happy all round"
6875,2197,5," great product just what i wanted"
6876,2197,5," Good addition many thanks"
6877,2197,5," Great truck"
6878,2197,5," bril"
6879,2198,4," Decent model& better than Airfix kits with clear instructions and good finishedproduct. I would say intermediate skill level required with some small parts difficult to place exactly.Really enjoyed painting and making it and would buy again.Recommended."
6880,2198,5," Great kit& easy to make but some fiddly parts to assemble.  I suppose that's why we make them.  The overall finish is good with numerous u.boat colour schemes and boats which served the German navy."
6881,2198,5," This is a fantastic kit and great value for the price.Crisp detail and a straight forward build. Really looks the business."
6882,2198,5," Spot on& my very own U boat - a well detailed model& enough parts to make it fun but not over complicated either."
6883,2198,3," A bit Tricky to make.Were is he Deck Gun.But a good model."
6884,2198,5," Really good model was delivered on time no issues would use again."
6885,2199,5," Brilliant&well made&extremely tough&scale model truck&well detailed equivalent Emek Volvo truck will cost 70-90 pounds&well worth the money"
6886,2200,2," Kids were going crazy for this after watching it for months on youtube.  They're pricey but eventually they earned it and I bought it.  Unfortunately the colour shifting car stopped colour shifting after a couple of weeks.  Not sure why.  Just stopped in between orange and white - spotty and useless.  I always buy hotwheels as quality is almost always excellent.  This however is not.  It's pointless without the colour shifting and is now ignored."
6887,2200,1," Awful!! Is really tiny and doesn't really do anything defiantly not worth the price"
6888,2200,5," My child loves this toy& he is mad on cars in particular hot wheels and this track seems to be his favourite."
6889,2200,5," Great product and service"
6890,2201,5," very good quality& connect up to my 1.32 scale trailer and The paint work and detail is very good& this is the genuine newray product and correct size as stated  on website unlike another company i used&Thanks mr lucas"
6891,2202,5," second to none..."
6892,2203,5," Prompt delivery& Arrived undamaged and as expected!Birthday present for BF& he loved it as it was more about the paint job than the putting together. Many thanks!"
6893,2203,5," Great submarine model& granted not many parts but makes up to a wonderful scale boat& soon to be working hopefully! you will not be disappointed with the size or quality of the model."
6894,2203,5," Beautiful model& not much to it granted but the massive size of it& it's huge! longer than my pc desk and looks good when finished& a bargain for the price"
6895,2203,5," good product"
6896,2204,4," Very good kit but not as good as the tamya equivalent but still good though& plastics a bit thinner on this"
6897,2204,5," Intricate but great fun& bought for my Grandson for Xmas"
6898,2205,5," I bought this for my Cars mad little boy.  It was cheaper on Amazon than all of the other websites and had free delivery too - bonus!  He loves it& it looks really good& just like the movie& and is actually quite durable as it gets taken everywhere even in the bath and had held up really well!  It's excellent quality and I would recommend this."
6899,2205,4," Just the right size for my 18mth old to hold in his hand yet moves at great pace across the carpet to squeals of delight. Not small child friendly so watch it doesn't get chewed! Delivered promptly and nicely parcelled as usual."
6900,2205,5," I bought it for my two year old who loves the car films - he loves it and has failed to damage or destroy it & so basically it did what is was bought for perfectly"
6901,2205,5," my grandson loves mater this is the right size to carry round& Its well made and the detail is good. Has stood up to being thrown around quite a bit."
6902,2205,5," This Toy was so cute and very well made.My little nephew loved it so much.I would not hesitate to buy again because of the super quality."
6903,2205,5," Munson is obsessed with cars and mater being a particular favourite. He takes him everywhere be it car& shopping or bed!"
6904,2205,5," The picture and description is exactly what I received in the post. My nephew was delighted with Mater and I would highly recommend it for others to purchase& plus it arrived exactly when stated. Perfect buy."
6905,2205,3," But disappointed. Smaller than I was expecting and the packaging is different to that shown-doesnt show the 'Cars 2' logo at the top left corner. Hoping this is now the right one for my nephew."
6906,2206,5," got this for friends who have a retro cabin in garden& they love it& as do I. well made little reminder."
6907,2207,5," My four year old son is car mad. He loved these well packaged and very good quality. Tip here after buying these saw same set in Tesco mega store in Coventry for Ten pounds.That said the review is about the product and it's spot on and makes my boy smile. How much is that worth?"
6908,2207,5," Mygrandson was so pleased with these cars"
6909,2207,5," ðŸ‘"
6910,2208,5," Product fantastic"
6911,2208,5," Much cheaper"
6912,2208,5," Great item"
6913,2209,5," dashingly good"
6914,2210,2," This is OK as a toy car goes and my little girl loves Postman Pat so she's happy but for the price it's fairly awful quality. The back doors don't open at all (they aren't designed to)& and the side doors are very stiff and difficult to open. I think you'd be better off with another product this is too much money for too little quality."
6915,2210,1," In case you were wondering& you push this along& let go and it uses a build of momentum type stuff and scuttles along. Quite fun. If the was bought for me then I'm sure this would be fine. I would push the van with a steady but sure hand and then gleefully watch Pat and cat whizz along my carpet. However& this was not bought for me& it was bought for my 2 yr 10 mth daughter who on the 2nd or 3rd push broke it. There is a sealed box inside with a series of plastic cogs and so when pushed with some fury they break straight away. It's then just a plastic van. With Pat. And a cat."
6916,2210,3," Badly made and will not give it to our grandson yet as we feel it will break very easily. Our children had a super Postman Pat van 28 years ago& which was so well made and is still in good condition."
6917,2210,5," This is the best friction vehicle I have come across.  We have a through lounge and with just one gentle push it will go from one end of the room to the other!  Makes a lovely satisfying noise as it goes too.  My son has played with this non-stop since he was 20 months old (now 2.5) and it has no bumps& scratchs and still looks brand new.  Would highly recommend."
6918,2210,2," Very frustrating. Pat falls over as if drunk when the van is propelled forwards. Unless Jess is next to him in the van that is. Sometimes maybe Pat would like to leave Jess behind on a cat based adventure. Anyway I am pretty sure the DVLA doesn't issue licences continent on you travelling with a cat to remain upright.Jess has a hole in her base to enable her to stay in place& Pat doesn't and I can't understand why as this would be anatomically correct."
6919,2210,3," My three years old son got this van for Christmas and really appreciated it. Unfortunately he immediately noticed the fact that doors can't open so well& it seems like plastic will break as you play few times with it as it is very thin and light....however....it is still Intact!. Fiction mechanism is well Made and very funny."
6920,2210,2," the product was damaged when it arrived which was v frustrating considering the Â£6 p and p cost. a wheel had fallen off and as soon as we'd fixed it and my son began playing with it a different wheel fell off."
6921,2210,3," This was not as expected& It is not as good finish as the picture suggests. the mirrors had bits of paper stuck on to represent glass but they were not even stuck on square."
6922,2211,4," The only thing I didn't like - a very small size of station& I  expected something bigger.  I would recommend it as a present."
6923,2212,5," Grandsons absolutely LOVES this.  Really fun product although |to the dump| song repetitive ......more about how much he played with it than song.  Goes forward quickly& plays tune& bin |empties| and lights flash.  Great product."
6924,2212,5," This is greal for boy or girl. Just love the song it plays. Very robust."
6925,2213,3,""
6926,2213,5," Great for when my grandchildren pop in they canlay it on the table and play to their hearts content.  Plastic not very thick but I don't think it will easily rip."
6927,2213,4," WAS FOR NEPHEN AS HURT HIS FINGERS AND THEY HAVE HAD FUN WITHIT& WAS OK FOR THE PRICE AS PLASTIC BUT FOLDS UP AND PACKS AWAY"
6928,2213,5," Great for popping in to party bags and for little treats. Good value for money."
6929,2213,4," I like this as it is easy to clean so dont need to worry about any spillages."
6930,2213,4," My 4yr old loves these car added nicely to his extensive car collect."
6931,2213,3," Low prices& but not the best quality. A bit cheap and plasticky."
6932,2213,2," alot smaller and cheaper looking than expected- disappointed"
6933,2214,2," Firstly let me say that this item was cheap& delivered on time and well packaged. However on inspection I failed to find any diecast parts in either the car or the caravan& the only metal I was able to see was the wheel axles which are of a stiff stainless steel wire rod and part of the wheel construction and four srews holding the parts together. However our grandson really likes this toy and for that reason I gave it four stars for education and fun& but"
6934,2214,5," What does the guy expect for Â£6 &the real thing? The postage alone must have been a couple of quid& and say Â£2 each for car and caravan&I think it's a very good set."
6935,2214,4," Grand child  liked it . It could be improved if there were more opening doors etc. Not many caravans for children for sale so was pleased to find"
6936,2214,4," My 5 year is very pleased with it& got the red but would have preferred the green so a choice would have got 5 stars"
6937,2214,5," Perfect - it was exactly what was expected."
6938,2214,5," Excellent value toy at a reasonable price"
6939,2215,3," I had high hopes for this toy. I was looking for well made wooden vehicles with a variety of classic and recognisable vehicles for a younger child.The print quality of the paint on wood was not brilliant. The colours were dull and even patchy in places - almost as if it needed a sealing undercoat as the pain had sunk in too much.The vehicles are a nice size for smaller hands - but the wheels do tend to stick and do not roll freely on many surfaces. Rubbish on carpet or soft vinyl.He has played with them and does like them - just not as bright and colourful or as |mobile| as I had hoped."
6940,2215,3," These cars were brought to take on holiday abroad for my 2 year old...they were thoroughly loved and made the flight journey durable for him.  Although my only criticism is that the paint has flaked off just after 1 week but this certainly has not effected my son playing with them& plus even his 11 month old brother."
6941,2215,5," I think this is a great purchase& fantastic value& well made sturdy toys would recommend buying this item!"
6942,2215,4," Good toy for a 3 year old& but price found cheaper elsewhere (in a toystore) afterwards."
6943,2215,5," I bought this set because I kind of want to mix my son's toy collection with some wooden toys which look nicer and are as much fun for him to play with. He's 2 1/4 and likes to point out the different types of vehicles. Would make a good gift and very reasonably priced."
6944,2215,3," My brothers kids had some of these a few years ago and they still look great today& sadly the paint job these days is rubbish.  Very very poor indeed. My boy loves these& they are great...but like other wooden toy cars I have bought for him recently I would say that I expect for that money a much& much better paint job. Its just not good enough and I would not pay that price for that product again."
6945,2215,4," I bought this set of toy vehicles to complement the Le Toy Van Playmat and as you would expect they go with it very well. I much prefer 'old school' style toys that are usually made out of wood as oppose to plastic toys& as they have the potential to last longer and be more durable. The quality of these toys is very good indeed& and there is also a good variety of different types of vehicle meaning that you can invent all sorts of different scenarios with your little ones. Something for everyone.At the time of the review my 4 and 2 yr old have played with these toys a lot and really enjoy them& and despite a lot of play-time with them they show very little wear indeed. Being wood they are almost indestructible& but what is particularly pleasing is that the paint has not chipped off at all. They look as good as new!The only bad thing about toys like this is that in the wrong hands they are deadly weapons!! These toys can do some damage if thrown around or somebody gets hit by them& but of course that would be true of all wooden toys.Buy these& they are good!!"
6946,2215,5," Gr8 value for money and fast delivery"
6947,2216,5," lovely litte model"
6948,2217,5," Great Thanks"
6949,2217,4," My kid loved"
6950,2218,5," My grandson was so delighted with this that apparently insisted on taking it to bed with him so obviously a great hit. He lives on a farm so is farm machinery mad This like other Bruder toys seems to be tough and well made"
6951,2219,5," good."
6952,2220,3," A rather clunky model& something is just not quite right& the fuselage seems a bit too thick as do the wings. The propellers are locked solid so would quickly be damaged if played with ."
6953,2220,5," This is an excellent replica of one of the greatest aircraft of world war two. This is a constant reminder of what we owe in terms of our freedom to the brave pilots who flew them."
6954,2220,5," Beautifully made product& detailed and accurate. Bought for my desk t work. looks then part. stand also very sturdy a"
6955,2220,5," Fabulous model & superbly recreated in miniature& one of the best models that I have seen of a mosquito fighter."
6956,2220,5," Excellent customer service and product was exactly as described and completed my needs well done"
